Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
SS.912.P.16.6,Discuss the reliability and validity of personality assessment techniques.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.7,Discuss biological and situational influences.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.8,Discuss stability and change.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.9,Discuss connection to health and work on personality.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.10,Discuss self-concept.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.16.11,Analyze how individualistic and collectivistic cultural perspectives relate to personality.,"Identify and categorize psychological disorders, including causes, symptoms, and impact to the individual and those around them.",Social Studies,912,Psychology
SS.912.P.17.1,Define psychologically abnormal behavior.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.2,Describe historical and cross-cultural views of abnormality.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.3,Describe major models of abnormality.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.4,Discuss how stigma relates to abnormal behavior.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.5,"Discuss the impact of psychological disorders on the individual, family, and society.","Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.6,Describe the classification of psychological disorders.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.7,Discuss the challenges associated with diagnosis.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.8,"Describe symptoms and causes of major categories of psychological disorders (including schizophrenic, mood, anxiety, and personality disorders).","Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.17.9,Evaluate how different factors influence an individual’s experience of psychological disorders.,"Identify and categorize psychological disorders, including examples of the causes, diagnosis and impact to family and community.",Social Studies,912,Psychology
SS.912.P.18.1,Explain how psychological treatments have changed over time and among cultures.,"Explore the history, methods and efficacy of treating psychological disorders, including support resources.",Social Studies,912,Psychology
SS.912.P.18.2,Match methods of treatment to psychological perspectives.,"Explore the history, methods and efficacy of treating psychological disorders, including support resources.",Social Studies,912,Psychology
SS.912.P.18.3,Explain why psychologists use a variety of treatment options.,"Explore the history, methods and efficacy of treating psychological disorders, including support resources.",Social Studies,912,Psychology
SS.912.P.18.4,Identify biomedical treatments.,"Explore the history, methods and efficacy of treating psychological disorders, including support resources.",Social Studies,912,Psychology
